Title,Authors,#Pages,Price,Currency,Subjects,Bisac
Mountaineering - The Freedom of the Hills,The Mountaineers Books,592,,,"MOUNTAINEERING , ROCK CLIMBING",SPO029000
Mountain Light : In Search of the Dynamic Landscape,Galen A. Rowell,240,79.95,AUD,LANDSCAPE PHOTOGRAPHY,PHO023040
Mountain Light : In Search of the Dynamic Landscape,Galen Rowell,9,39.95,CND,"NATURE PHOTOGRAPHY , PHOTOGRAPHY OF MOUNTAINS","PHO013000 , PHO023040"
Mountain Photography,Philip R. I. Smith,,39.95,CND,"CANADA_PICTORIAL WORKS , PHOTOGRAPHY OF MOUNTAINS","TRV006000 , PHO023040"
Mr Bean's Diary,,176,,,ENGLISH WIT AND HUMOR,HUM000000
Mr. Bean's Diary,Rowan Atkinson,176,,,"FICTION_MEDIA TIE-IN , HUMOR_GENERAL","HUM000000 , FIC021000"
Murder and Moonshine,Carol Miller,304,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , VIRGINIA_FICTION",FIC022000
"Murder, She Rode",Holly Menino,288,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , CRIME_FICTION","FIC022000 , FIC050000"
Musungu Jim and the Great Chief Tuloko,Patrick Neate,384,,,"AFRICA_FICTION , FICTION_GENERAL",FIC000000
My InventionsTesla's Autobiography,Nikola Tesla,120,14.99,USD,,
My Ishmael,Daniel Quinn,288,,,"FICTION_VISIONARY & METAPHYSICAL , FICTION_ACTION & ADVENTURE","FIC039000 , FIC002000"
My Turn at Bat : The Sad Saga of the Montreal Expos,"Claude R. Brochu, Mario Bolduc, Daniel Poulin and Stephanie Myles",263,,,"MONTREAL EXPOS (BASEBALL TEAM) , BASEBALL_HISTORY",SPO003030
Napoleons Wars,Charles Esdaile,500,,,"NAPOLEON I, EMPEROR OF THE FRENCH, 1769-1821 , NAPOLEONIC WARS, 1800-1815","BIO006000 , HIS027200"
Narrative of the Life of Frederick Douglass : An American Slave,Frederick Douglass,160,,,"DOUGLASS, FREDERICK, 1818-1895 , ANTISLAVERY MOVEMENTS_UNITED STATES","SOC054000 , BIO002000"
Necessary Death of Lewis Winter,Malcolm Mackay,320,,,"FICTION_THRILLERS , FICTION_SUSPENSE , SCOTLAND_FICTION","FIC031000 , FIC030000"
Never Let Me Go,Kazuo Ishiguro,272,,,"ENGLAND_FICTION , FICTION_PSYCHOLOGICAL , FICTION_SCIENCE FICTION_GENERAL","FIC028000 , FIC025000"
New Venture Creation,Timmons,,,,NEW BUSINESS ENTERPRISES,BUS048000
Night Heron,Adam Brookes,400,,,"FICTION_THRILLERS , FICTION_SUSPENSE , BEIJING (CHINA)_FICTION","FIC031000 , FIC030000"
Nineteen Eighty-Four,George Orwell,256,,,"BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR) , FICTION_SCIENCE FICTION_GENERAL , FICTION_POLITICAL , LONDON (ENGLAND)_FICTION , FICTION_DYSTOPIAN","FIC019000 , FIC037000 , FIC028000 , FIC055000"
Nobody Knows My Name : More Notes of a Native Son,James Baldwin,208,,,"UNITED STATES_RACE RELATIONS , AFRICAN AMERICANS","SOC001000 , SOC031000"
Norwegian Wood,Haruki Murakami,247,,,"FICTION_ROMANCE_CONTEMPORARY , JAPAN_FICTION , NEAR AND FAR EASTERN FICTION (FICTIONAL WORKS BY ONE AUTHOR)","FIC019000 , FIC027020"
Not since Carrie : Forty Years of Broadway Musical Flops,Ken Mandelbaum,368,32.99,CND,MUSICALS_HISTORY AND CRITICISM,PER011020
Odyssey,Homer,480,,,EPIC POETRY,POE014000
"Oh, the Places You'll Go!",Dr. Seuss,48,,,"CHILDREN'S FICTION , STORIES IN RHYME","JUV057000 , JUV000000"
Oil Man and the Sea : A Modern Misadventure on the Pacific Tanker Route,Arno Kopecky,176,,,"TANKERS , TRANSPORTATION_CANADA","TRA000000 , TRA006000"
Omnivore's Dilemma : The Search for a Perfect Meal in a Fast-Food World,Michael Pollan,464,,,"FOOD CHAINS (ECOLOGY) , FOOD HABITS","SCI020000 , SOC055000"
Once More Around the Park : A Baseball Reader,Roger Angell,366,,,BASEBALL,SPO003000
One Flew over the Cuckoo's Nest,Harold Bloom,176,,,"KESEY, KEN, 1935-2001",LIT004020
One Hand Clapping,Anthony Burgess,176,,,BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR),FIC019000
One Plus One,Jojo Moyes,528,,,"FICTION_CONTEMPORARY WOMEN , FICTION_ROMANCE_CONTEMPORARY , SINGLE WOMEN_FICTION , FICTION_FAMILY LIFE","FIC044000 , FIC045000 , FIC027020"
"One River : Science, Adventure and Hallucinogenics in the Amazon Basin",Wade Davis,"xi, 548",,,,
"On the Noodle Road : From Beijing to Rome, with Love and Pasta",Jen Lin-Liu,398,29.99,AUD,"FOOD AND DRINK , COOKERY , TRAVEL AND TOURISM , COOKING (PASTA) , FOOD HABITS , SILK ROAD","CKB000000 , TRV000000 , SOC055000 , HIS003000 , CKB061000"
Open Secrets,Barbaralee Diamonstein,,10,USD,"WOMEN_EMPLOYMENT_UNITED STATES , WOMEN_UNITED STATES_BIOGRAPHY","BIO022000 , BUS109000"
"Open-Source Everything Manifesto : Transparency, Truth, and Trust",Robert David Steele and Howard Bloom,240,,,OPEN SOURCE SOFTWARE,COM051390
Ordeal of Gilbert Pinfold : A Conversation Piece,Evelyn Waugh,1,,,BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR),FIC019000
Oresteia of Aeschylus,Aeschylus,96,8.34,AUD,,
Original San Francisco Giants : The Giants of '58,Steve Bitker,295,,,"SAN FRANCISCO GIANTS (BASEBALL TEAM) , BASEBALL_HISTORY","SPO003000 , SPO003030"
Oryx and Crake,Margaret Atwood,592,,,"CANADIAN FICTION (FICTIONAL WORKS BY ONE AUTHOR) , FRIENDSHIP_FICTION , NEW YORK (STATE)_FICTION , LARGE TYPE BOOKS",FIC019000
Outsider,Albert Camus,128,,,CONTINENTAL EUROPEAN FICTION (FICTIONAL WORKS BY ONE AUTHOR),FIC019000
Oxford Minidictionary,,558,39.5,USD,ENGLISH LANGUAGE_DICTIONARIES,REF008000
Parrot's Theorem,Dennis Guedi,416,,,"FICTION_TECHNOLOGICAL , PARIS (FRANCE)_FICTION",FIC036000
Peanuts and Crackerjack : A Treasury of Baseball Legends and Lore,David Cataneo,304,,,"BASEBALL_HISTORY , BASEBALL_ANECDOTES","SPO003030 , SPO003020"
Persuasion,Jane Austen,288,,,"BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR) , MAN-WOMAN RELATIONSHIPS_FICTION , ENGLAND_FICTION , FICTION_ROMANCE_HISTORICAL","FIC019000 , FIC027050"
Physics of the Earth,Stacey,324,,,GEOPHYSICS,SCI032000
"Physics of the Impossible : A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel",Michio Kaku,304,,,"SCIENCE_MISCELLANEA , MATHEMATICAL PHYSICS , SCIENCE IN LITERATURE , HUMAN-MACHINE SYSTEMS , PHYSICS","LIT025000 , SCI000000 , TEC000000 , SCI055000 , SCI040000"
Piano Teacher,Janice Y. K. Lee,352,,,"FICTION_ROMANCE_HISTORICAL , MARRIED PEOPLE_FICTION , HONG KONG (CHINA)_FICTION , TEACHERS_FICTION",FIC027050
Picture of Dorian Gray,Oscar Wilde,,,,BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR),FIC019000
Pirate's Dilemma : How Youth Culture Is Reinventing Capitalism,Matt Mason,288,39.95,AUD,"YOUNG ADULTS , YOUTH , SUBCULTURE , CAPITALISM , PIRACY (COPYRIGHT)","SOC026000 , BUS069000 , FAM046000 , LAW050010"
"Plants of Coastal British Columbia : Including Washington, Oregon and Alaska",Jim Pojar and Andy MacKinnon,528,19.95,CND,BOTANY_UNITED STATES,SCI011000
Plato; the Works of Plato,Books,152,8.8,AUD,,
Pocket Atlas of Remote Islands : Fifty Islands I Have Not Visited and Never Will,Judith Schalansky,240,,,ISLANDS,SCI030000
Poetics of Space,Gaston Bachelard and John R. Stilgoe,288,,,"SPACE AND TIME , IMAGINATION , POETRY","PSY034000 , PHI013000 , POE000000"
Polyamorous Love Song,Jacob Wren,192,,,AMERICAN LITERATURE,
"Poor Man's Feast : A Love Story of Comfort, Desire, and the Art of Simple Cooking",Elissa Altman Altman,288,,,"COOKING , COOKS_BIOGRAPHY","CKB000000 , BIO029000"
Portable Emerson,"Ralph Waldo Emerson, Jeffrey S. Cramer and Jeffrey S. Cramer",768,,,AMERICAN LITERATURE (COLLECTIONS)_19TH CENTURY,LCO002000
Potential Theory in Gravity and Magnetic Applications,Richard J. Blakely,464,,,POTENTIAL THEORY (PHYSICS),SCI055000
Predatory Thinking : A Masterclass in Out-Thinking the Competition,Dave Trott,272,,,"SUCCESS , SUCCESS IN BUSINESS , CONFLICT (PSYCHOLOGY)","BUS107000 , SEL027000 , PSY000000"
Predictable Revenue : Turn Your Business into A Sales Machine with the $100 Million Best Practices of Salesforce. com,PebbleStorm,,14.95,USD,BUSINESS,BUS000000
"Predictive Analytics : The Power to Predict Who Will Click, Buy, Lie, or Die",Eric Siegel and Thomas H. Davenport,320,,,"SOCIAL SCIENCES , ECONOMIC FORECASTING , PREDICTION (PSYCHOLOGY) , SOCIAL PREDICTION , HUMAN BEHAVIOR","BUS086000 , PSY000000 , SOC000000 , SOC037000"
Primary Colors : A Novel of Politics,,368,,,"FICTION_POLITICAL , POLITICIANS_FICTION",FIC037000
Princess Bride : S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,352,,,FICTION_ROMANCE_GENERAL,FIC027000
Prioritizing Web Usability,Jakob Nielsen and Hoa Loranger,432,,,"WEB SITES_DESIGN , WEB SITE DEVELOPMENT",COM060130
Prophet,Amanda Stevens,352,9.99,CND,"FICTION_ROMANCE_PARANORMAL , CHARLESTON (S.C.)_FICTION",FIC027120
Purple Cow : Transform Your Business by Being Remarkable,Seth Godin,144,,,MARKETING,BUS043000
Put Out More Flags,Evelyn Waugh,224,,,BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR),FIC019000
Radiance of Tomorrow,Ishmael Beah,256,,,"FICTION_HISTORICAL , AFRICA_FICTION , FICTION_CULTURAL HERITAGE","FIC051000 , FIC014000"
Raven's Eye,Barry Maitland,383,29.99,AUD,"FICTION , MYSTERY AND DETECTIVE","FIC022000 , FIC000000"
Read Aloud Handbook,Trelease,,4.99,GBP,,
Real Estate Investing from A to Z : The Most Comprehensive Practical and Readable Guide,William H. Pivar,300,,,REAL ESTATE INVESTMENT,BUS036050
Real Men Will,Victoria Dahl,336,9.99,CND,"FICTION_ROMANCE_EROTICA , MAN-WOMAN RELATIONSHIPS_FICTION",FIC027010
Red Sorghum,Mo Yan,384,,,FICTION_GENERAL,FIC000000
Reinventing Knowledge : From Alexandria to the Internet,Ian F. McNeely and Lisa Wolverton,224,,,"INTELLECTUAL LIFE , CIVILIZATION, WESTERN , LEARNING AND SCHOLARSHIP , CIVILIZATION, MODERN","HIS039000 , EDU000000"
Return on Software : Maximizing the Return on your Software Investment,Steve Tockey,656,,,"SOFTWARE ENGINEERING , COMPUTER SOFTWARE_DEVELOPMENT",COM051230
"Rise : Creativity, the Gift of Failure, and the Search for Mastery",Sarah Lewis,272,,,"HUMAN BEHAVIOR , CREATIVE ABILITY , SUCCESS","PSY034000 , PSY000000 , SEL027000"
Rising above a Toxic Workplace : Taking Care of Yourself in an Unhealthy Environment,"Gary Chapman, Paul E. White and Harold Myra",176,,,"JOB STRESS , WORK_PSYCHOLOGICAL ASPECTS , SUPERVISORS , EMPLOYEE MOTIVATION , PSYCHOLOGY, INDUSTRIAL","SEL024000 , BUS041000 , BUS046000 , PSY021000"
Robinson Crusoe : The Complete Story of Robinson Crusoe,Daniel Defoe,304,,,"CRUSOE, ROBINSON (FICTITIOUS CHARACTER)_FICTION , BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR)",FIC019000
Robopocalypse,Daniel H. Wilson,368,,,"FICTION_SCIENCE FICTION_GENERAL , FICTION_SUSPENSE","FIC028000 , FIC030000"
Robopocalypse,Daniel H. Wilson and Mike Chamberlain,,54.99,USD,"FICTION_SUSPENSE , FICTION_SCIENCE FICTION_GENERAL","FIC028000 , FIC030000"
Rosewood Casket,Sharyn McCrumb,260,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , BONESTEEL, NORA (FICTITIOUS CHARACTER)_FICTION , ARROWOOD, SPENCER (FICTITIOUS CHARACTER)_FICTION , APPALACHIAN MOUNTAINS_FICTION",FIC022000
Rowboat in a Hurricane : My Amazing Journey Across a Changing Atlantic Ocean,Julie Angus,272,,,"BOATS AND BOATING , MARINE ECOLOGY , CANADA_BIOGRAPHY , ATLANTIC OCEAN","SCI020000 , SPO005000 , BIO000000 , NAT025000"
Rubaiyat,,,,,,
Rubaiyat of Omar Khayyam,Omar Khayyam,102,,,POETRY (POETIC WORKS BY ONE AUTHOR),POE000000
Rubaiyat of Umar Khaiyam,Omar Khayyam,88,19.72,AUD,,
Ruth and Billy Graham : The Legacy of a Couple,Hanspeter Nesch,384,,,"GRAHAM, BILLY, 1918- , EVANGELISTS , MARRIAGE_RELIGIOUS ASPECTS_CHRISTIANITY","REL030000 , BIO018000 , REL012050"
Saltwater Buddha : A Surfer's Quest to Find Zen on the Sea,Jaimal Yogis,256,,,"SURFING , BUDDHISM","SPO069000 , REL007000"
Sartorialist Closer,Scott Schuman,512,,,"FASHION PHOTOGRAPHY , PORTRAIT PHOTOGRAPHY , FASHION","PHO009000 , PHO016000 , SEL038000"
Save Rafe!,James Patterson,288,,,,
Scarlet Letter,Nathaniel Hawthorne,10,,,"AMERICAN FICTION (FICTIONAL WORKS BY ONE AUTHOR) , PRYNNE, HESTER (FICTITIOUS CHARACTER)_FICTION",FIC019000
Scoop : A Novel about Journalists,Evelyn Waugh,1,,,"BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR) , AFRICA_FICTION",FIC019000
Scrambles in Southwest British Columbia,Matt Gunn,,,,"HIKING , BRITISH COLUMBIA_DESCRIPTION AND TRAVEL","SPO018000 , TRV006050"
Secret Garden : A Young Reader's Edition of the Classic Story,Frances Hodgson Burnett,256,,,"CHILDREN'S FICTION , PEOPLE WITH DISABILITIES_FICTION , ORPHANS_FICTION , GARDENS_FICTION","JUV039150 , JUV029000 , JUV013050 , JUV000000"
Secret Life of William Shakespeare,Jude Morgan,400,,,"SHAKESPEARE, WILLIAM, 1564-1616_FICTION , FICTION_BIOGRAPHICAL , FICTION_HISTORICAL","FIC014000 , FIC041000"
Secret of the Unicorn,Hergé,62,,,"CHILDREN'S FICTION , ADVENTURE AND ADVENTURERS_FICTION , TINTIN (FICTITIOUS CHARACTER)_FICTION","JUV001000 , JUV008000 , JUV000000"
Secrets of the Unicorn : Legend of the Five Rings Role Playing Game,,,24.95,USD,FANTASY GAMES,GAM010000
Seuss-isms : Wise and Witty Prescriptions for Living from the Good Doctor,Dr. Seuss,32,,,"CHILDREN'S POETRY , AMERICAN POETRY",JNF042000
Seven Habits of Highly Effective People,Stephen R. Covey,352,,,"SUCCESS_PSYCHOLOGICAL ASPECTS , CHARACTER","SEL027000 , PSY023000"
Shadow of the Wind,Carlos Ruiz Zafón,544,,,"FICTION_SUSPENSE , AUTHORS_FICTION , BARCELONA (SPAIN)_FICTION , BOOKSELLERS AND BOOKSELLING_FICTION",FIC030000
Shakespeare's Much Ado about Nothing,William Shakespeare,98,9.93,GBP,,
Shark Attack : Jerry Tarkanian and His Battle with the NCAA and UNLV,Don Yaeger,368,,,"BASKETBALL_COACHING , BASKETBALL_BIOGRAPHY , COLLEGE SPORTS","SPO061010 , SPO000000 , SPO004000"
Sharper Edges : Stories Beyond High and Wild Places,,196,,,,
She's Got Game : The Woman's Guide to Loving Sports (Or Just How to Fake It!),Melissa Malamut,352,,,"SPORTS FOR WOMEN , BASEBALL","SPO003000 , SPO000000"
"Shine, All-Stars Shine!",Gregory Spalding,180,20,USD,BASEBALL_HISTORY,SPO003030
Shipping News,E. Annie Proulx,384,,,"FICTION_FAMILY LIFE , NEWFOUNDLAND AND LABRADOR_FICTION",FIC045000
Shitting Pretty : How to Stay Clean and Healthy While Traveling,Jane Wilson-Howarth,176,,,"TRAVEL_GUIDEBOOKS , HEALTH","HEA000000 , TRV000000"
Show Me the Money : How to Find the Cash to Get Your Business off the Ground,"Alan Barrell, David Gill and Martin Rigby",288,,,"BUSINESS ENTERPRISES_FINANCE , NEW BUSINESS ENTERPRISES , VENTURE CAPITAL , ENTREPRENEURSHIP","BUS017000 , BUS048000 , BUS017030 , BUS025000"
Silent Wife,A. S. A. Harrison,384,,,"FICTION_THRILLERS , FICTION_PSYCHOLOGICAL , MARRIED PEOPLE_FICTION , CHICAGO (ILL.)_FICTION","FIC031000 , FIC025000"
Silkworm,Robert Galbraith,464,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , FICTION_CRIME , MISSING PERSONS_FICTION , ENGLAND_FICTION , PRIVATE INVESTIGATORS_FICTION","FIC022000 , FIC022090 , FIC050000"
"Simple Numbers, Straight Talk, Big Profits! : 4 Keys to Unlock Your Business Potential",Greg Crabtree and Beverly Blair Harzog,178,,,"SUCCESS IN BUSINESS , SMALL BUSINESS_FINANCE , ACCOUNTING","BUS001000 , BUS107000 , BUS060000"
Simply Bishop's : Easy Seasonal Recipes,"Dennis Green, John Bishop and Dawne Gourley",160,,,"RESTAURANTS_CANADA , COOKING, CANADIAN","TRV022000 , CKB091000"
Simpsons and Their Mathematical Secrets,Simon Singh,272,,,"SIMPSONS (TELEVISION PROGRAM) , MATHEMATICS_MISCELLANEA","PER010030 , MAT000000"
Singularity Is Near : When Humans Transcend Biology,Ray Kurzweil,"xvii, 652",,,ARTIFICIAL INTELLIGENCE,COM004000
Six Thinking Hats,Edward de Bono,224,,,"CREATIVE THINKING , PROBLEM SOLVING , THOUGHT AND THINKING","PSY008000 , SEL009000 , EDU008000"
Slipping the Surly Bonds : Great Quotations on Flight,David William English,198,,,"FLIGHT , QUOTATIONS","REF019000 , TEC002000"
Smart Entrepreneur : How to Build for a Successful Business,Sabrina Kiefer and Bart Clarysse,224,,,"NEW BUSINESS ENTERPRISES , ENTREPRENEURSHIP","BUS048000 , BUS025000"
Smartest Kids in the World : And How They Got That Way,Amanda Ripley,320,,,"EDUCATION_POLAND , EDUCATION_KOREA , COMPARATIVE EDUCATION , EDUCATION_EUROPE","EDU043000 , EDU000000"
SmartTribes : How Teams Become Brilliant Together,Christine Comaford,272,,,"TEAMS IN THE WORKPLACE , ORGANIZATIONAL EFFECTIVENESS , ORGANIZATIONAL CHANGE , LEADERSHIP","BUS103000 , BUS097000 , BUS041000 , BUS071000"
Smart Women,Barbara L. Thrasher and Madelon Smid,,,,"BUSINESSWOMEN , WOMEN_PSYCHOLOGY","PSY000000 , BUS109000"
Smart Women : Canadian Entrepreneurs Who Make Money,Barbara Thrasher and Madelon Smid,272,24.95,CND,,
Sniper One,Sgt Dan Mills,464,,,,
Snow White Must Die,Nele Neuhaus,504,27.99,AUD,"FICTION_MYSTERY & DETECTIVE_POLICE PROCEDURAL , FICTION_SUSPENSE , GERMANY_FICTION","FIC022020 , FIC030000"
"So Long, Marianne : A Love Story - Includes Rare Material",Kari Hesthamar and Helle V. Goldman,226,,,"AUTHORS_BIOGRAPHY , HYDRA ISLAND (GREECE)",BIO007000
Sophie's World,Jostein Gaarder,448,,,FICTION_GENERAL,FIC000000
Sophrosyne,Marianne Apostolides,180,,,AMERICAN LITERATURE,
Sports Illustrated Baseball : Collector's Library,Sports Illustrated Staff,288,,,BASEBALL,SPO003000
Spy Who Came in from the Cold,John Le Carré,192,,,FICTION_MYSTERY & DETECTIVE_GENERAL,FIC022000
Startup Boards : Getting the Most Out of Your Board of Directors,Brad Feld and Mahendra Ramsinghani,240,,,"NEW BUSINESS ENTERPRISES , ENTREPRENEURSHIP , DIRECTORS OF CORPORATIONS","BUS048000 , BUS025000 , BUS104000"
Startup CEO : A Field Guide to Scaling up Your Business,Matt Blumberg,400,,,"CHIEF EXECUTIVE OFFICERS , EXECUTIVE ABILITY",BUS071000
Startup Communities : Building an Entrepreneurial Ecosystem in Your City,Brad Feld,224,,,"NEW BUSINESS ENTERPRISES , ENTREPRENEURSHIP , BUSINESS NETWORKS","BUS048000 , BUS025000 , BUS007000"
Startup Life : Surviving and Thriving in a Relationship with an Entrepreneur,"StartupMarriage Staff, Amy Batchelor and Brad Feld",224,,,"BUSINESSPEOPLE , WORK-LIFE BALANCE","BUS000000 , BUS097000"
Startup Owner's Manual : The Step-By-Step Guide for Building a Great Company,Steve Blank and Bob Dorf,,39.95,USD,BUSINESS,BUS000000
Steve Jobs,Walter Isaacson,656,,,"APPLE COMPUTER, INC. , CHIEF EXECUTIVE OFFICERS , JOBS, STEVE, 1955-2011 , BUSINESSPEOPLE_BIOGRAPHY","BUS071000 , BIO003000 , BUS070030"
Story of B,Daniel Quinn,352,,,FICTION_VISIONARY & METAPHYSICAL,FIC039000
Strong Medicine,Arthur Hailey,432,16.95,AUD,"FICTION , FICTION_GENERAL",FIC000000
Success Principles : How to Get from Where You Are to Where You Want to Be,Jack Canfield,496,34.95,CND,"PERSONALITY DEVELOPMENT , LARGE TYPE BOOKS",PSY023000
Sureblood,Susan Grant,384,9.99,CND,FICTION_ROMANCE_EROTICA,FIC027010
Sushi Made Easy,"Kumfoo Wong, Michelle Gomes and Noel Cottrell",80,21.95,AUD,"COOKING, JAPANESE , FOOD AND DRINK","CKB048000 , CKB000000"
Sweet Valley Confidential : Ten Years Later,Francine Pascal,304,24.99,AUD,"FICTION_CONTEMPORARY WOMEN , SISTERS_FICTION , TWINS_FICTION",FIC044000
Take Me Out to the Ballgame,Lois Colin,2,5,USD,MUSIC,MUS000000
Tao of Physics : An Exploration of the Parallels Between Modern Physics and Eastern Mysticism,Fritjof Capra,,,,PHYSICS_PHILOSOPHY,SCI055000
Technical Communication,,,,,COMMUNICATION OF TECHNICAL INFORMATION,TEC044000
Technical Communication : Strategy and Process,Rodman,,,,,
Tender at the Bone : Growing up at the Table,Ruth Reichl,"x, 282",,,"COOKING , COOKS_BIOGRAPHY","CKB000000 , BIO029000"
Tess of the D'Ubervilles,Thomas Hardy,656,16,GBP,,
That'll Never Work,KPMG Enterprise (Firm) Staff,208,32,CND,"BUSINESSPEOPLE_BIOGRAPHY , CANADA_BIOGRAPHY , BUSINESS ENTERPRISES_CANADA","BUS035000 , BIO003000 , BIO000000"
Their Little Princess,Susan Mallery,256,4.75,CND,FICTION_ROMANCE_GENERAL,FIC027000
There Once Lived a Woman Who Tried to Kill Her Neighbour's Baby : Scary Fairy Tales,Ludmilla Petrushevskaya,224,,,"FICTION_HUMOROUS , FICTION_SHORT STORIES (single author)","FIC016000 , FIC029000"
Thief of Time,Terry Pratchett,320,,,"FICTION_FANTASY_GENERAL , DISCWORLD (IMAGINARY PLACE)_FICTION",FIC009000
Think Eat Move Thrive : The Practice for an Awesome Life,James Rouse and Debra Rouse,336,,,"HEALTH , NUTRITION , PHYSICAL FITNESS , SELF-CARE, HEALTH","HEA000000 , MED060000 , HEA010000"
Thinner,Richard Bachman and Stephen King,352,,,"FICTION_HORROR , HALLECK, BILLY (FICTITIOUS CHARACTER)_FICTION",FIC015000
Third Reich at War : How the Nazis Led Germany from Conquest to Disaster,Richard J. Evans,600,,,"WORLD WAR, 1939-1945_GERMANY , GERMANY_HISTORY_1933-1945 , GERMANY_ARMED FORCES","HIS027100 , HIS014000"
This Boy's Life : A Memoir,Tobias Wolff,256,,,"AUTHORS, AMERICAN , AUTHORS_BIOGRAPHY","BIO007000 , LIT004020"
Thousand Mornings,Mary Oliver,96,,,POETRY (POETIC WORKS BY ONE AUTHOR),POE000000
Three : Book 1 of the Duskwalker Cycle,Jay Posey,432,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Three : Collection of Poetry,,84,9,USD,FICTION_GENERAL,FIC000000
Three Cups of Tea : One Man's Mission to Promote Peace... One School at a Time,Greg Mortenson and David Oliver Relin,352,,,"EDUCATION_PAKISTAN , MOUNTAINEERS , WOMEN_EDUCATION , WOMEN_PAKISTAN , HUMANITARIAN ASSISTANCE , WOMEN_AFGHANISTAN , EDUCATION_AFGHANISTAN","SPO029000 , SOC040000 , SOC028000 , EDU000000"
Three Theban Plays,Sophocles,224,,,DRAMA (DRAMATIC WORKS BY ONE AUTHOR),DRA000000
Tigers in Red Weather,Liza Klaussmann,400,,,"MARTHA'S VINEYARD (MASS.)_FICTION , FICTION_HISTORICAL , FICTION_SUSPENSE , FICTION_COMING OF AGE , FICTION_FAMILY LIFE","FIC043000 , FIC014000 , FIC045000 , FIC030000"
Tight Corner,Ken Grundy,96,,,HUMOR_FORM_COMIC STRIPS & CARTOONS,HUM001000
Tintin and the Picaros,Hergé,62,,,"CHILDREN'S FICTION , ADVENTURE AND ADVENTURERS_FICTION , TINTIN (FICTITIOUS CHARACTER)_FICTION","JUV001000 , JUV008000 , JUV000000"
Tintin in America,Hergé,80,,,"CHILDREN'S FICTION , TINTIN (FICTITIOUS CHARACTER)_FICTION , ADVENTURE AND ADVENTURERS_FICTION , COMIC BOOKS, STRIPS, ETC.","JUV001000 , JUV008000 , JUV000000"
To Kill a Mockingbird,Harper Lee,309,,,"AMERICAN FICTION (FICTIONAL WORKS BY ONE AUTHOR) , FICTION_COMING OF AGE , FICTION_FAMILY LIFE , FICTION_LEGAL , FATHERS AND DAUGHTERS_FICTION , SOUTHERN STATES_FICTION , LAWYERS_FICTION , AFRICAN AMERICANS_FICTION","FIC019000 , FIC043000 , FIC045000 , FIC034000 , FIC049000"
Too Hot to Handle,Victoria Dahl,304,,,"ROMANCE , FICTION_ROMANCE_CONTEMPORARY , WYOMING_FICTION","FIC027000 , FIC027020"
Town Like Alice,Nevil Shute,312,,,"FICTION_GENERAL , AUSTRALIA_FICTION , WORLD WAR, 1939-1945_FICTION","FIC000000 , FIC032000"
Triumph of the City : How Urban Spaces Make Us Human,Edward Glaeser,352,,,"URBANIZATION , CITIES AND TOWNS_GROWTH , URBAN ECONOMICS","POL002000 , BUS067000 , SOC026030"
Trump : The Art of the Deal,Donald J. Trump and Tony Schwartz,246,,,"TRUMP, DONALD, 1946-",BIO003000
Truth and Dare,Candace Havens,224,5.99,CND,"FICTION_ROMANCE_EROTICA , FICTION_EROTICA , ANTHROPOLOGISTS_FICTION , CRIME_FICTION","FIC027010 , FIC005000 , FIC050000"
"Twelfth Night : Or, What You Will",William Shakespeare,,,,BRITISH AND IRISH DRAMA (DRAMATIC WORKS BY ONE AUTHOR),DRA003000
Twelfth Night Or : What You Will,William Shakespeare,164,15.99,GBP,BRITISH AND IRISH DRAMA (DRAMATIC WORKS BY ONE AUTHOR),DRA003000
Twenty Love Poems and a Song of Despair,Pablo Neruda,72,,,POETRY (POETIC WORKS BY ONE AUTHOR),POE000000
UnAmericans : Stories,Molly Antopol,272,,,FICTION_SHORT STORIES (single author),FIC029000
Unbearable Lightness of Being,Milan Kundera,320,,,CONTINENTAL EUROPEAN FICTION (FICTIONAL WORKS BY ONE AUTHOR),FIC019000
Uncle John's Bathroom Reader the World's Gone Crazy,Bathroom Readers' Institute Staff,432,,,AMERICAN WIT AND HUMOR,HUM000000
Unconditional Surrender,Evelyn Waugh,240,,,BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR),FIC019000
Undeniably Yours,Shannon Stacey,,,,"FICTION , ROMANCE","FIC027000 , FIC000000"
Under the Sea Wind,Rachel Carson,320,22,CND,"MARINE BIOLOGY_ATLANTIC OCEAN , MARINE ECOLOGY","SCI039000 , SCI020000"
